Dwarf,FunctionName,ClassName,PreciseName,Params,,PreciseSrcType (vTrust),SrcType (IFCC),SafeSrcType (IFCC-safe),BinType (TypeArmor),Baseline,,PreciseSrcType-VFunctions,SrcType-VFunctions,SafeSrcType-VFunctions,BinType-VFunctions,Baseline-VFunctions
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,7,,,2,2,3013,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,2,,,281,281,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,3,,,63,63,2359,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,3,,,12,12,2359,3013,,,0,0,0,0
,,,,2,,,281,281,1813,3013,,,0,0,0,0
,,,,6,,,1,1,2829,3013,,,0,0,0,0
,,,,4,,,1,1,2598,3013,,,0,0,0,0
,,,,2,,,281,281,1813,3013,,,0,0,0,0
,,,,2,,,45,45,1813,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,14,24,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,7,7,722,3013,,,0,0,0,0
,,,,1,,,11,11,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,2,,,24,24,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,281,281,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,2,,,24,24,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,24,24,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,7,,,1,1,3013,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,4,,,4,4,2598,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,4,,,4,4,2598,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,2,,,6,6,1813,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,2,,,6,6,1813,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,2,,,45,45,1813,3013,,,0,0,0,0
,,,,2,,,6,6,1813,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,2,,,6,6,1813,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,2,,,6,6,1813,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,6,6,1813,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,6,6,1813,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,2,,,6,6,1813,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,1,,,11,11,722,3013,,,0,0,0,0
,,,,1,,,11,11,722,3013,,,0,0,0,0
,,,,1,,,11,11,722,3013,,,0,0,0,0
,,,,1,,,11,11,722,3013,,,0,0,0,0
,,,,1,,,11,11,722,3013,,,0,0,0,0
,,,,1,,,11,11,722,3013,,,0,0,0,0
,,,,1,,,1,1,722,3013,,,0,0,0,0
,,,,4,,,0,0,2598,3013,,,0,0,0,0
,,,,1,,,11,11,722,3013,,,0,0,0,0
,,,,4,,,1,1,2598,3013,,,0,0,0,0
,,,,6,,,1,1,2829,3013,,,0,0,0,0
,,,,3,,,1,1,2359,3013,,,0,0,0,0
,,,,3,,,1,1,2359,3013,,,0,0,0,0
,,,,3,,,0,0,2359,3013,,,0,0,0,0
,,,,3,,,0,0,2359,3013,,,0,0,0,0
,,,,4,,,0,0,2598,3013,,,0,0,0,0
,,,,3,,,12,12,2359,3013,,,0,0,0,0
,,,,8,,,126,126,3013,3013,,,0,0,0,0
,,,,4,,,1,1,2598,3013,,,0,0,0,0
,,,,4,,,1,1,2598,3013,,,0,0,0,0
,,,,4,,,1,1,2598,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,2,,,6,6,1813,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,2,,,80,80,1813,3013,,,0,0,0,0
,,,,2,,,80,80,1813,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,2,,,80,80,1813,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,2,,,80,80,1813,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,2,,,281,281,1813,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,2,,,281,281,1813,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,2,,,58,58,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,8,,,126,126,3013,3013,,,0,0,0,0
,,,,2,,,80,80,1813,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,2,,,281,281,1813,3013,,,0,0,0,0
,,,,2,,,80,80,1813,3013,,,0,0,0,0
,,,,2,,,39,39,1813,3013,,,0,0,0,0
,,,,3,,,10,10,2359,3013,,,0,0,0,0
,,,,3,,,5,5,2359,3013,,,0,0,0,0
,,,,4,,,11,11,2598,3013,,,0,0,0,0
,,,,6,,,3,3,2829,3013,,,0,0,0,0
,,,,6,,,3,3,2829,3013,,,0,0,0,0
,,,,4,,,11,11,2598,3013,,,0,0,0,0
,,,,4,,,11,11,2598,3013,,,0,0,0,0
,,,,10,,,126,126,3013,3013,,,0,0,0,0
,,,,12,,,126,126,3013,3013,,,0,0,0,0
,,,,12,,,126,126,3013,3013,,,0,0,0,0
,,,,10,,,126,126,3013,3013,,,0,0,0,0
,,,,8,,,126,126,3013,3013,,,0,0,0,0
,,,,3,,,10,10,2359,3013,,,0,0,0,0
,,,,2,,,80,80,1813,3013,,,0,0,0,0
,,,,3,,,1,1,2359,3013,,,0,0,0,0
,,,,3,,,15,15,2359,3013,,,0,0,0,0
,,,,8,,,126,126,3013,3013,,,0,0,0,0
,,,,5,,,5,5,2746,3013,,,0,0,0,0
,,,,7,,,5,5,3013,3013,,,0,0,0,0
,,,,5,,,4,4,2746,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,39,39,1813,3013,,,0,0,0,0
,,,,4,,,2,2,2598,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,3,,,6,6,2359,3013,,,0,0,0,0
,,,,2,,,281,281,1813,3013,,,0,0,0,0
,,,,6,,,4,4,2829,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,3,,,24,24,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,3,,,2,2,2359,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,2,,,2,2,1813,3013,,,0,0,0,0
,,,,3,,,63,63,2359,3013,,,0,0,0,0
,,,,3,,,12,12,2359,3013,,,0,0,0,0
,,,,2,,,281,281,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,11,11,722,3013,,,0,0,0,0
,,,,1,,,11,11,722,3013,,,0,0,0,0
,,,,1,,,11,11,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,1,,,102,102,722,3013,,,0,0,0,0
,,,,3,,,6,6,2359,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,301,301,1813,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,2,,,45,45,1813,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,1,,,211,211,722,3013,,,0,0,0,0
,,,,2,,,12,12,1813,3013,,,0,0,0,0
,,,,1,,,202,202,722,3013,,,0,0,0,0
,,,,2,,,20,20,1813,3013,,,0,0,0,0
,,,,2,,,20,20,1813,3013,,,0,0,0,0
